% Model,EMSI_model_V1_C_rate_0.5_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
8100,3.6428971862574206,0.19327806281602755,0.38168894192506686,0.21327596848742345,0.05629811330339709,-0.029614637851216364,-0.01744705323555316,0.07112101923716772,0,-0.00560158448761596,-0.014807422374072078,-0.029614637851216364,-0.011845844245565756,0.47984287087628025,0.5462050691000166,0.34729343431780535,0.9938165952712704,9.820713216703956E-8,6.636795144891082E-7,5922730.94262455
8160,3.6339265630945503,0.1934116520676686,0.3817361979409622,0.21323084612534524,0.0560304501523112,-0.02954046797147702,-0.017271260810774083,0.07083310225741321,0,-0.005455469022636416,-0.014770154311533043,-0.02954046797147702,-0.011816163118770418,0.47275953853311375,0.5520722231182775,0.3383797175086079,0.9937773069186788,9.806243314376458E-8,6.638244513238807E-7,5907874.681640465
8220,3.625234962900163,0.19357236766810643,0.38179039100031464,0.2131801656556456,0.05573558444139301,-0.029455396212644237,-0.01707260485501524,0.07050455145308508,0,-0.005290578714289072,-0.01472765760482078,-0.029455396212644237,-0.011782179618870979,0.4656761967285543,0.5579393771109636,0.3294680745585577,0.993734559589706,9.787957007383024E-8,6.64006748992615E-7,5890785.319811421
8280,3.616877065611504,0.19376942738174166,0.3818510263466826,0.21312480250739552,0.05543166920052816,-0.029360193737392987,-0.016853116735867996,0.07013940076770334,0,-0.005108876136777149,-0.014680120207506085,-0.029360193737392987,-0.011744126875030183,0.4585928577305724,0.5638065326883918,0.32055953591035535,0.9936873769786801,9.763986773577373E-8,6.64247123086476E-7,5871677.257270526
8340,3.6087366264409697,0.1939821416515303,0.38191860929923205,0.21307131571910762,0.05510657409314773,-0.029254060947430487,-0.01662559050537181,0.06974736420812758,0,-0.0049235706396224726,-0.014627044204330999,-0.029254060947430487,-0.011701643405737516,0.45150952498517993,0.5696736876475069,0.3116551208957603,0.9936347827436982,9.737374260392831E-8,6.645131399636595E-7,5850439.973726511
8400,3.6007879410211237,0.1941929403611672,0.3819952016588012,0.2130265826834881,0.05474197077255123,-0.029133751650084142,-0.016401265558893523,0.06933146005199574,0,-0.004747149809626723,-0.014567414998194963,-0.029133751650084142,-0.011653817984022171,0.4444261919258769,0.5755408436790471,0.3027558362578355,0.9935758004702113,9.709387458678107E-8,6.647769733486517E-7,5826419.713529511
8460,3.593049806365506,0.1944183220178666,0.3820818593512534,0.2129950191211505,0.054359604723798756,-0.02899759601734769,-0.016186315639899227,0.06889182479283844,0,-0.004586980344803303,-0.014498836779964636,-0.02899759601734769,-0.011599153732918888,0.4373428601535091,0.5814079998410169,0.293862699009125,0.9935094538008443,9.678046896358877E-8,6.650762353949385E-7,5799084.333019266
8520,3.5855607661461946,0.194670592672568,0.38217778736685376,0.212974402192611,0.05397974290333457,-0.028846830410956342,-0.015979643458738278,0.06843119667091621,0,-0.004440628907045257,-0.01442363255739078,-0.028846830410956342,-0.011538831610458775,0.43025952952545454,0.587275154418493,0.28497672396931056,0.993434766366454,9.641295897609169E-8,6.65434259534708E-7,5768857.591694527
8580,3.5782527614442032,0.19493877938123655,0.3822807431880052,0.21296078300148902,0.05359179951862255,-0.028684967433808207,-0.015775732909109916,0.06795202635034453,0,-0.004301519387640577,-0.014342415634669144,-0.028684967433808207,-0.011473990204690632,0.4231761995281759,0.5931423111290388,0.27609892549301673,0.993350761793512,9.601917677788245E-8,6.658257615627503E-7,5736443.724835738
8640,3.571153283052548,0.19520790371978974,0.38239180057627814,0.2129550646923878,0.05317179397239603,-0.028510306998687635,-0.015575011350016512,0.06745146213216865,0,-0.004170635659911936,-0.014255094512762098,-0.028510306998687635,-0.011404124248068151,0.4160928728386435,0.5990094672731934,0.26723032192911517,0.9932564637512487,9.562476905496364E-8,6.662205180315231E-7,5701515.9611004675
8700,3.564235383867323,0.19548635787470905,0.38251132708875973,0.2129579151114507,0.052727617594274225,-0.028322256927539854,-0.015377892914801307,0.06692751055555989,0,-0.004048768348385097,-0.014161128592697836,-0.028322256927539854,-0.01132890293858646,0.4090095324253764,0.6048766243302177,0.25837190697752016,0.9931508956168772,9.520962677513826E-8,6.666354143189727E-7,5663838.273561321
8760,3.55749569459303,0.19578704103680797,0.38263954917794285,0.2129694293496613,0.052276265026503184,-0.028120445218341773,-0.015184414156829154,0.06638028933939934,0,-0.003936019332278887,-0.014060138521215704,-0.028120445218341773,-0.011248174385013422,0.40192619991499157,0.6107437815846634,0.24952617976724673,0.9929974412791336,9.474886056013617E-8,6.670966996086158E-7,5623413.622958903
8820,3.550919539788385,0.19610876353140885,0.3827757902340438,0.21298878860688156,0.05181861176018394,-0.027905920384656096,-0.014994033905608153,0.06581139962086024,0,-0.003831406622986214,-0.013952923066659195,-0.027905920384656096,-0.011162370781739735,0.3948428428553629,0.6166109271649479,0.24069833308572117,0.9926805272521152,9.424408717544814E-8,6.676015549172803E-7,5580457.221009742
8880,3.5445301563041,0.19644513349399265,0.3829200394648379,0.2130154987629942,0.05134514780650618,-0.02767868265175885,-0.01480561301391344,0.06522009785994407,0,-0.0037338271191399014,-0.013839294060435513,-0.02767868265175885,-0.011071475474471614,0.38775951179700013,0.6224780816021833,0.23188565301107883,0.9922656514311169,9.371080670242946E-8,6.681363923856959E-7,5534984.326161901
8940,3.538336799783412,0.19679172658489325,0.38307189334042746,0.21304977853623078,0.05085248406315599,-0.027439350391092184,-0.014620169362191985,0.06460791840810313,0,-0.003644097253641158,-0.013719643845856519,-0.027439350391092184,-0.010975741232231703,0.3806761790013929,0.6283452340254053,0.22308238218792953,0.9918381256971961,9.315466206710629E-8,6.686929022528926E-7,5487071.31943666
9000,3.532291819455603,0.19714660616840698,0.38323174515814606,0.21309210078550359,0.05033732478254527,-0.027187285477475467,-0.014437967053490512,0.06397437264662843,0,-0.003562759192117741,-0.013593608514672536,-0.027187285477475467,-0.01087491381339163,0.3735928485162143,0.6342123893239245,0.21424945605867654,0.991427329758082,9.258015777981241E-8,6.692675916139039E-7,5436634.607635042
9060,3.526365617657693,0.19752019548913172,0.38339958432171806,0.21314242537812078,0.049812092855918914,-0.02692248492331234,-0.014258941947985368,0.06331871605051914,0,-0.0034897440283164246,-0.013461157454921113,-0.02692248492331234,-0.010768989310790095,0.3665095137604011,0.6400795473723987,0.20550478599596794,0.9908476514820229,9.196824921750948E-8,6.698810690878953E-7,5383612.947659237
9120,3.520516543110879,0.19790981663198803,0.38357490655945714,0.21319993941724544,0.04927556652729134,-0.02664572428910356,-0.014082280170357482,0.06264243443617933,0,-0.003423901325249365,-0.013322845099829722,-0.02664572428910356,-0.010658282630759634,0.359426179894778,0.6459467037268872,0.19691519586693168,0.9896384209077927,9.132066139737164E-8,6.705276318267088E-7,5328223.722757243
9180,3.514724803520647,0.1983174684618866,0.38375821912641894,0.21326375472944464,0.048723959911700865,-0.026356181850531006,-0.013905259310906505,0.06194141507576295,0,-0.003362819689723324,-0.013178034740501748,-0.026356181850531006,-0.010542468441591221,0.35234286048982255,0.6518138759759647,0.1885375990031177,0.9874760617560236,9.064131387161075E-8,6.712091085993191E-7,5270278.675388156
9240,3.508915618142761,0.19874006869287633,0.38394841619161907,0.2133320815653676,0.04815565114850751,-0.02605558319957266,-0.013726066152248854,0.06121719421380856,0,-0.0033039485808010463,-0.013027787680502103,-0.02605558319957266,-0.010422233177351156,0.3452595362490319,0.6576810340572551,0.18053047671875638,0.9841368937503728,8.993297076144037E-8,6.719179151540349E-7,5210103.131524633
9300,3.5031437316017304,0.19917389709956776,0.38414569075577276,0.21340397410243767,0.047563132267559795,-0.025743602683400105,-0.013542541364663223,0.06046807094029452,0,-0.00324518509824122,-0.012871740081886738,-0.025743602683400105,-0.010297442416627497,0.3381762105976914,0.6635481898259346,0.17291255147717172,0.9788958868975403,8.920654477703594E-8,6.726451693143163E-7,5147700.923876298
9360,3.497352076576696,0.19962194758200577,0.3843497804122949,0.21347872364041517,0.046948369224669786,-0.02542063399322517,-0.013353266735469303,0.059692796481642725,0,-0.0031850798924077926,-0.012710281676534626,-0.02542063399322517,-0.01016825639457097,0.33109288162525535,0.6694153443024279,0.1659780384595701,0.9716838921779861,8.845641955036448E-8,6.733957152281495E-7,5083067.879788759
9420,3.49148614797685,0.20009123265742743,0.3845617945755931,0.2135564075071716,0.04631314544894911,-0.02508489805474898,-0.01315645631119075,0.05888661309433084,0,-0.00312257275687991,-0.012542453261193593,-0.02508489805474898,-0.010033960624433553,0.32400954938206006,0.6752824987470096,0.15957342885886233,0.9616847303154574,8.767083548826248E-8,6.741823993933989E-7,5015858.437827547
9480,3.485565592104281,0.20058045777832959,0.384782309061505,0.21363770075700605,0.04565411756056571,-0.024735455905737423,-0.012952418763089163,0.05804849126918572,0,-0.0030583936695757334,-0.012367763989422898,-0.024735455905737423,-0.00989418088597883,0.31692621679950683,0.6811496556915011,0.15357876181390223,0.9504968163497526,8.685150599917415E-8,6.75003000042286E-7,4945926.936554652
9540,3.4795769212773306,0.20108190583320398,0.38500952105962166,0.2137220658781764,0.04497217192863679,-0.024375138314153135,-0.012743213236392275,0.057185607214997936,0,-0.0029934164259125475,-0.012187577036499952,-0.024375138314153135,-0.009750053035610638,0.3098428815992391,0.6870168297110462,0.14796758809289032,0.9376081482669845,8.601310549878765E-8,6.758432902553397E-7,4873848.186987175
9600,3.473494098707342,0.20159485572852892,0.38524049114478615,0.2138073978098883,0.0442799141430413,-0.024008588120698907,-0.012529141754491381,0.056306785319747095,0,-0.002926170591555046,-0.012004355332220681,-0.024008588120698907,-0.009603432714861304,0.30275954830696045,0.6928839835307321,0.14260951730205146,0.9238201476208,8.515632377141694E-8,6.767021138602276E-7,4800517.05531618
9660,3.46731134854601,0.20210896260471425,0.3854728383630149,0.21389144972416466,0.04357547706555049,-0.0236395744213123,-0.01231031392171696,0.05541962491793214,0,-0.0028549511790368232,-0.011819673157885902,-0.0236395744213123,-0.009455830396480992,0.29567623758181805,0.6987511531558749,0.13747788449150877,0.909005757834328,8.430201533602591E-8,6.775583409303599E-7,4726736.590532395
9720,3.461031538257699,0.20262486109042616,0.3857050566729513,0.2139729556249798,0.04286515414832621,-0.023270486536845297,-0.012086457900133829,0.05452770716159932,0,-0.002778587032265224,-0.011635210613853444,-0.023270486536845297,-0.009308195171092637,0.2885929575563871,0.7046183508466466,0.13321209527986566,0.8913979294441622,8.34476460326919E-8,6.784128003870828E-7,4652912.393316155
9780,3.454577993357495,0.20315144115094358,0.38593979015675295,0.2140530019307191,0.04214529358455506,-0.02289711732086714,-0.01185529404718635,0.053621193641850466,0,-0.002696503446774877,-0.011448571614559562,-0.02289711732086714,-0.009158846484217574,0.2815096353916763,0.7104855203338943,0.12961221604706075,0.8706586027127577,8.258072977105592E-8,6.792816012880063E-7,4578210.361600311
9840,3.4479236526436243,0.2036927769732164,0.38617848285887146,0.21413199624143417,0.041412595745642655,-0.02251715771531348,-0.011615101104627778,0.05269456034748704,0,-0.0026079415422187134,-0.011258571808900655,-0.02251715771531348,-0.009006873834007324,0.27442631296341236,0.7163526768816361,0.12578841908500105,0.8508626293642572,8.16899507882519E-8,6.801717120939342E-7,4502194.398230008
9900,3.4410012912100814,0.2042471097684809,0.38642410408469485,0.21421335283321316,0.040652308479252365,-0.022125860419993017,-0.011367104882289505,0.05173985182028451,0,-0.002516373475510962,-0.011063131294244044,-0.022125860419993017,-0.008850358850398693,0.26734296914699335,0.72221983648724,0.12167202005516158,0.8322491118062437,8.078165507015316E-8,6.810805763913226E-7,4423899.153714431
9960,3.4337186869207534,0.20482224113152728,0.38667900769502406,0.2143002950463459,0.03986685211707198,-0.02171944404829902,-0.011114492802763519,0.05075216020664874,0,-0.002426355429080588,-0.010859856569042524,-0.02171944404829902,-0.008687786855193367,0.26025963703121197,0.7280869928863369,0.11793840784901333,0.8122119920839894,7.98374774447525E-8,6.820253667917529E-7,4342550.713102695
10020,3.4260916222723643,0.20542720262955252,0.3869460395349376,0.21439591033021344,0.03905672828901274,-0.021293328068171528,-0.010858986394388667,0.04972432573549859,0,-0.002341416549733414,-0.010646694793551324,-0.021293328068171528,-0.008517332785866633,0.25317636056859194,0.7339541429531546,0.11444215905760362,0.791185210072428,7.883764685662399E-8,6.830250089260779E-7,4257250.408823662
10080,3.418034265754467,0.20606422590724643,0.38722964124847703,0.2145032697645371,0.038202293465574896,-0.020840364081780346,-0.010599572194552842,0.04864195209538984,0,-0.002263356577074252,-0.010420157015679186,-0.020840364081780346,-0.00833613652349685,0.24609304515051372,0.739821289486657,0.11057539319817437,0.7716690674583195,7.77792563759063E-8,6.840824301140652E-7,4166582.605734844
10140,3.409489169717666,0.2067509099557282,0.38753466313516305,0.21462359695966352,0.037294606109017324,-0.020352719969516708,-0.010330716430386242,0.047484641619536944,0,-0.0021896757662294083,-0.010176374302081051,-0.020352719969516708,-0.00814108540150144,0.23900975341226058,0.7456884052461815,0.10647432003499757,0.7529961524500276,7.663437237057725E-8,6.852276576644583E-7,4068914.6473055854
10200,3.4008075535046522,0.20748566825608059,0.38786231449148345,0.21475633867657778,0.036322941790638615,-0.01982835638285328,-0.01004921604515806,0.04624708852607532,0,-0.002117934981153993,-0.009914124771786376,-0.01982835638285328,-0.007931336911327058,0.23192643108791833,0.7515555638021116,0.10244512516322338,0.734045353493611,7.541002127447701E-8,6.864549100420124E-7,3963954.029193424
10260,3.392091268425188,0.20826033231263164,0.3882075166746834,0.21489826432909379,0.035300975245242394,-0.01927529743645974,-0.009756599952653376,0.044945192226908515,0,-0.0020465477325829736,-0.00963782756995767,-0.01927529743645974,-0.007710116075987637,0.22484309800816749,0.7574227296769281,0.09825783106294134,0.7157661555396345,7.411829320530807E-8,6.877486434406941E-7,3853234.5506889904
10320,3.3833964897989466,0.2090693910860584,0.3885676969846306,0.21504746651667475,0.03423454109996122,-0.018697575880567502,-0.009453178941905744,0.04358753505705239,0,-0.0019742079920006435,-0.00934882956439577,-0.018697575880567502,-0.00747903116920979,0.21775971291933213,0.7632898742049008,0.09370160120972121,0.6988817644836562,7.27699047412412E-8,6.890980784925258E-7,3737617.3644847176
10380,3.374540206616142,0.20991373515576825,0.3889422213060107,0.2152032465479017,0.03312644321186933,-0.018096124563161644,-0.00913844654233029,0.04217544030378992,0,-0.001900053142730241,-0.00904807351311308,-0.018096124563161644,-0.007238457019839503,0.2106762928764277,0.7691570025600876,0.0890747333705447,0.6822576515569483,7.136600323424634E-8,6.905040820814746E-7,3617284.106854644
10440,3.3656968346615828,0.2107732979771716,0.38932244494151597,0.21536163902898767,0.03199912546839466,-0.017484765999688984,-0.008818722851011937,0.040740305084252526,0,-0.0018249151603818182,-0.008742321268881302,-0.017484765999688984,-0.00699390678893591,0.2035928521611024,0.7750241163295982,0.08442271781965703,0.6657404086451812,6.993810966755839E-8,6.919314635551354E-7,3494970.6709547173
10500,3.357174106561978,0.2116452673774537,0.3897074677038008,0.21552212859717348,0.03085463141569174,-0.016864914639722235,-0.008494737997643362,0.03928579766673428,0,-0.001748847349735108,-0.008432335964430746,-0.016864914639722235,-0.0067459659059576835,0.19650951003791814,0.7808912756508607,0.07952847849138434,0.6501781675473792,6.849574245272994E-8,6.933751997835272E-7,3370999.947205714
10560,3.3487081396430356,0.21252153487634906,0.3900930356993061,0.21568240561313098,0.02970469562676301,-0.016243401196511166,-0.008168697955862935,0.03782616547167447,0,-0.001671404546944578,-0.008121702076546958,-0.016243401196511166,-0.006497360399813176,0.18942618576121717,0.7867584337272487,0.07455348240553569,0.6348511296492471,6.705024460716703E-8,6.948211292587318E-7,3246674.219303288
10620,3.339944540944108,0.21340034373821465,0.39047770272392845,0.21584156421142833,0.028556476207574413,-0.015622556466224048,-0.00784118351863006,0.03636739193248404,0,-0.001592232742167096,-0.007811127750399744,-0.015622556466224048,-0.00624902336140883,0.18234282826899936,0.7926255822847336,0.06983865321258914,0.6186408223432434,6.560492566332577E-8,6.962670434044161E-7,3122552.745545252
10680,3.3308206209770264,0.21427970778925481,0.3908609105600739,0.21599924409178498,0.027407534486088677,-0.015003287142549013,-0.007512374470857162,0.034909424952378164,0,-0.0015111583023119845,-0.007501657118999915,-0.015003287142549013,-0.006001318921956123,0.1752594697558531,0.7984927286992387,0.06660498431025101,0.5966958860096236,6.416427220698989E-8,6.977085682331225E-7,2998643.713566935
10740,3.3219459057400216,0.21515706803996112,0.3912423874420796,0.21615562389608003,0.026261487346422856,-0.014386040687547036,-0.007183101991426867,0.03345645869228011,0,-0.0014288435684790604,-0.007192981959677889,-0.014386040687547036,-0.005754416255439387,0.16817614195835184,0.8043598733339187,0.06319431729529182,0.5752103185589367,6.273037884214485E-8,6.991431593027822E-7,2875271.868861013
10800,3.3129723571407217,0.21603644281510578,0.39162110249638,0.2163097954210904,0.025124710961682978,-0.01377249730865901,-0.006853332661201252,0.032009052069429486,0,-0.0013445451270517757,-0.0068861979725828824,-0.01377249730865901,-0.005508998952982439,0.1610928268964171,0.8102270272609684,0.060249903332762665,0.552278976888385,6.129644680112847E-8,7.005780966248802E-7,2752541.9376134654
10860,3.3035313501108563,0.21690694984721237,0.391996858316823,0.21646111432644674,0.023984488169666432,-0.013162992724334426,-0.006521711981487731,0.03056810591244392,0,-0.0012569002424279757,-0.006581626351018155,-0.013162992724334426,-0.00526519853914155,0.15400949314333687,0.816094182537082,0.058067860768937204,0.5260870810574142,5.988428761342171E-8,7.019914701785969E-7,2630634.869003287
10920,3.293418642561624,0.21777628898229298,0.39236880768605803,0.21660801370275126,0.02285369440146869,-0.012558920135393293,-0.006186978397212812,0.02913544266526416,0,-0.0011638707724869186,-0.006279461921961526,-0.012558920135393293,-0.005023576659403309,0.14692617199271799,0.8219613378235157,0.05609632994742325,0.49917113394720414,5.8479104980107525E-8,7.033977494068827E-7,2509863.6285815006
10980,3.2825569999500175,0.21864349233742655,0.3927369903785046,0.21674957567010422,0.02172690771512234,-0.0119602361711797,-0.005847305220911183,0.027708479567890132,0,-0.0010635796131932464,-0.0059801156514783654,-0.0119602361711797,-0.00478410247731986,0.1398428806225766,0.8278284974824025,0.05379453354773716,0.4735259283606127,5.70849616869893E-8,7.047928425968775E-7,2390136.7960780347
11040,3.270517080526696,0.21951865541024287,0.3931058512309804,0.21688738108343605,0.02058927031691156,-0.011359721083991503,-0.005498368073368133,0.026269581905757216,0,-9.545728948964452E-4,-0.00567984277384498,-0.011359721083991503,-0.004543887700755439,0.13275953305426508,0.8336956538546406,0.05211570559643033,0.44548991412758476,5.568640852204716E-8,7.061923286815187E-7,2269990.6068573133
11100,3.2566539128520597,0.22040681750319366,0.39347817081867403,0.21702213069378196,0.019430491995368337,-0.010752834372354752,-0.005136598318620938,0.02480831785945947,0,-8.351735928899116E-4,-0.005376403821604037,-0.010752834372354752,-0.004301133785359482,0.12567619541957933,0.8395628107805734,0.05009937583868805,0.4186470980440882,5.42763464833331E-8,7.076031462788537E-7,2148619.5355602116
11160,3.2408859030709367,0.22131623843739123,0.3938571955857731,0.21715947221106507,0.0182502529706323,-0.010134252266160848,-0.00476711160526101,0.023317993207830318,0,-7.130837544330949E-4,-0.005067160701246346,-0.010134252266160848,-0.0040537012012916195,0.11859285613999203,0.8454299683052489,0.04867762964096019,0.3899580014397238,5.283624534828143E-8,7.090445542364205E-7,2024858.0694197104
11220,3.2246393230011097,0.22223585497383874,0.39424035351996695,0.21730139256922218,0.01706003592899233,-0.009508137854494152,-0.004399050795542397,0.021814895221315068,0,-5.956150965224729E-4,-0.004754070332463693,-0.009508137854494152,-0.003803255106787769,0.11150953147340721,0.8512971262247203,0.04783186721895713,0.35845826198885844,5.137910180639935E-8,7.105022017530472E-7,1899617.1008838394
11280,3.2066436526828213,0.22316948362829142,0.39462935254264964,0.21745075657117438,0.015859883578484717,-0.008871667761946866,-0.004036284609310778,0.02029596944498132,0,-4.8747518090549064E-4,-0.004435776238261945,-0.008871667761946866,-0.0035486682194499192,0.10442620455557648,0.8571642834374938,0.046952267956131284,0.32731517883785766,4.9897109158610365E-8,7.119851972279696E-7,1772276.6608841065
11340,3.1869371817167313,0.22411298040968264,0.39502306740966986,0.21760704175584633,0.014652467655905638,-0.008226648267713091,-0.0036800083057311433,0.018766330167385964,0,-3.890003368907624E-4,-0.004113693741947368,-0.008226648267713091,-0.0032906579664780545,0.09734284228086099,0.8630314430898773,0.04600746746032878,0.29641181241812153,4.839152328280481E-8,7.134864912432983E-7,1643267.5629379894
11400,3.1652903260844605,0.2250804088706706,0.39542562142779303,0.21776894778100425,0.01342064985297804,-0.0075662790487400315,-0.003320044462790471,0.01720373710364547,0,-2.9278916395469623E-4,-0.003783227006128927,-0.0075662790487400315,-0.0030265320023020272,0.09026107260532201,0.8688989706188709,0.044841739134284804,0.26640868994080474,4.685094530466832E-8,7.150248444276516E-7,1511155.1497789256
11460,3.1417138380660328,0.22604596331200463,0.3958276428441824,0.2179354904593653,0.01219689742498979,-0.0069059052701385525,-0.002969999834019967,0.01564971211199989,0,-2.0657597035770247E-4,-0.003452951619758953,-0.0069059052701385525,-0.002762362245553002,0.08317774585295666,0.8747661274072939,0.043516015506038515,0.2369836292132831,4.5313242096861395E-8,7.165625572272567E-7,1379067.3969996346
11520,3.1171098364221654,0.22700776181458876,0.3962295911600124,0.2181113705031104,0.010987414038174312,-0.006244772370138055,-0.0026377217623937996,0.014109631701288301,0,-1.3901951827242955E-4,-0.0031223331622627056,-0.006244772370138055,-0.0024979766320662525,0.07609440908581185,0.8806332812241088,0.041968725164326974,0.20843728186475624,4.3773694738137585E-8,7.181028971949893E-7,1246843.5596635204
11580,3.0924970901744837,0.2279638796943043,0.3966313230117819,0.21829801324409245,0.009795626531518966,-0.005583115355766152,-0.0023279372376431022,0.01258713053067607,0,-9.421299644891225E-5,-0.0027914959377295166,-0.005583115355766152,-0.002233346509797235,0.06901102535679181,0.8865004439399825,0.040316882230089196,0.1803041865715177,4.2231237063253365E-8,7.196446473022811E-7,1114505.038010908
11640,3.0668087133552806,0.228919633824299,0.39703515155526004,0.21849677296928693,0.008615175572903264,-0.004917116473259185,-0.0020393996503612526,0.011073836511140057,0,-7.245626969595343E-5,-0.002458588891429635,-0.004917116473259185,-0.0019668962446410085,0.06192782808658203,0.8923676159186877,0.039086703426814175,0.15050444844140848,4.067677941673953E-8,7.211969138966553E-7,981283.7541031924
11700,3.037842111343182,0.22988512719313625,0.3974431881042045,0.21870248881196547,0.007429976479836257,-0.004243271001697956,-0.0017583991295046426,0.009551494640962513,0,-6.105731299392377E-5,-0.0021216137356137757,-0.004243271001697956,-0.0016973096827354566,0.054844507515255235,0.8982347723459816,0.037542070395901045,0.12194535943532687,3.9104268209125754E-8,7.227677938340728E-7,846491.0339271055
11760,3.00337700582803,0.2308484024880045,0.39784912322805227,0.21890762823240448,0.0062502384392647305,-0.0035719897012073823,-0.0014793223815758928,0.008036186251318904,0,-5.0492504425704145E-5,-0.0017859658560689402,-0.0035719897012073823,-0.001428797603819028,0.047761225508899184,0.9041019286124933,0.03588155065960432,0.09383184726482278,3.754435740525594E-8,7.243319612684799E-7,712263.337642119
11820,2.9582571736584704,0.23180618371362052,0.39825117956197503,0.21911129281590258,0.005080733400468186,-0.0029062298798466705,-0.001203251007945337,0.006533519750033263,0,-4.0718332131751455E-5,-0.0014528516271100607,-0.0029062298798466705,-0.001162500311821352,0.04067791666810784,0.9099690847330988,0.03414034572738392,0.06603251656322562,3.5995334545404746E-8,7.258839579970144E-7,579103.5683432719
11880,2.898781459878216,0.23274865858579033,0.39864591445870856,0.21931169920633453,0.003932080327670742,-0.002251727465360802,-9.324372327392743E-4,0.0050579829455235665,0,-3.171361945146634E-5,-0.0011259149811210603,-0.002251727465360802,-9.00691244600294E-4,0.033594313652672236,0.915836246028053,0.03174457618138837,0.04076778919769314,3.448059775432138E-8,7.274082914115045E-7,448304.10016668175
11940,2.842988294609007,0.23367394735375727,0.39903174784384104,0.21950799125677917,0.002807317881065782,-0.0016111535387789571,-6.679511995794686E-4,0.0036128986478556283,0,-2.3457451546523252E-5,-8.055284147693334E-4,-0.0016111535387789571,-6.44461462571796E-4,0.026510804675744345,0.9217033824221165,0.029561372230668768,0.01463775871794788,3.298841924537171E-8,7.289013151984772E-7,320162.52837933187
12000,2.751236274161621,0.23450228928789865,0.39937694092611586,0.21968367020460433,0.0018057539154121473,-0.0010373545396330055,-4.309015743742621E-4,0.0023239372185994704,0,-1.5927778540123315E-5,-5.185717571657992E-4,-0.0010373545396330055,-4.1494184052651536E-4,0.019427640333526255,0.9275705265276111,0.024020748131956846,0.0016150878226097627,3.1663118049162906E-8,7.302373523957789E-7,205877.24058030918
12060,2.5826345605157424,0.2351296467536128,0.39963756184403815,0.21981585407593981,0.001046083712892459,-6.036989021292312E-4,-2.5061468462986357E-4,0.001347933347018518,0,-9.103731993920563E-6,-3.0184978015700224E-4,-6.036989021292312E-4,-2.4147957937679582E-4,0.012344440066608679,0.9334376790097402,0.015527551745996064,3.331979588400874E-4,3.066061629984005E-8,7.31246056460209E-7,119423.16191670053
12081.06660059556,2.499665317065297,0.23534029383849628,0.39972468289670526,0.21986007928767498,7.911683285711412E-4,-4.586513627284926E-4,-1.9036273811089675E-4,0.0010204932678760973,0,-6.871076688065271E-6,-2.293260047985138E-4,-4.586513627284926E-4,-1.8346056363646393E-4,0.009857430110965657,0.9354976952729918,0.012399246568063158,2.969765615498781E-4,3.0322705326097224E-8,7.315840834264352E-7,90414.44226949617
12081.066600595563,2.4996654867001875,0.23534029384470362,0.3997246829672986,0.2198600792948103,7.911682863292279E-4,-4.5865124518116874E-4,-1.90362728633251E-4,0.0010204932367988571,0,-6.871076480074623E-6,-2.293260159629907E-4,-4.5865124518116874E-4,-1.8346055436683858E-4,0.00985742987485444,0.9354976954685618,0.012399246271068792,2.969765566086849E-4,3.0322705294911086E-8,7.315840834576472E-7,90414.43951599837
12083.075248729343,2.691029198186155,0.23534738266052846,0.3997299462367492,0.21986278999061631,7.876635090200286E-4,-4.4988711473000707E-4,-1.868042999007026E-4,0.0010126061040895537,0,-6.8183664311425486E-6,-2.2494359899510275E-4,-4.4988711473000707E-4,-1.7995485874567994E-4,0.009797507256905584,0.9355473327583939,0.012323872131299322,2.957293225761213E-4,3.0306679843294556E-8,7.316001324697961E-7,89715.62013868922
12083.075248729345,2.6910299454710134,0.23534738266192723,0.3997299462371108,0.21986278999150002,7.876635108519086E-4,-4.49887114127451E-4,-1.868042987692127E-4,0.001012606104089076,0,-6.818366431193719E-6,-2.2494359716272117E-4,-4.49887114127451E-4,-1.7995485761416286E-4,0.009797507256907511,0.9355473327583875,0.012323872131301745,2.957293225761612E-4,3.030667983887903E-8,7.316001324742136E-7,89715.62013864286
